movieid,title,genres,string_agg,feature
41473,花與蛇2：巴黎-靜子,"['劇情,驚悚,愛情']",['Shun Nakayama'],"花與蛇巴黎靜子 劇情,驚悚,愛情 靜子 池上 遠山 無法 畫家 春宮圖 "
41490,越光寶盒,"['奇幻,喜劇']",['Stephy Tang'],"越光寶盒 奇幻,喜劇 清一色 玫瑰 西遊記 仙子 寶盒 紫青 "
41498,航海王電影：強者天下,"['奇幻,動畫,冒險']",['Ikue Otani'],"航海王電影強者天下 奇幻,動畫,冒險 獅鬼 海賊 東海 魯夫 娜美 千陽號 "
41500,大搜查之女,"['犯罪,喜劇,驚悚']",['Richie Jen'],"大搜查之女 犯罪,喜劇,驚悚 慕蓮 司徒 作為 走私 警方 女警 "
41505,藏身處,"['懸疑,恐怖,驚悚']",['Charles Techman'],"藏身處 懸疑,恐怖,驚悚 罪犯 人格 多重 心理學家 茱莉安摩爾 認為 "
41513,藍色小精靈,"['喜劇,動畫,家庭,冒險,奇幻']","[""Mario D'Leon""]","藍色小精靈 喜劇,動畫,家庭,冒險,奇幻 精靈 藍色 動畫 他們 魔法 不妙 "
41517,超世紀戰神,"['動作,冒險,科幻']",['Shola Adewusi'],"超世紀戰神 動作,冒險,科幻 Ra 遊戲 電玩 一個 耗資 團隊 "
41531,聽說,"['愛情,劇情']",['Eddie Peng'],"聽說 愛情,劇情 秧秧 便當 天闊 體育館 愛心 好感 "
41533,空難風暴,['劇情'],['Denden'],空難風暴 劇情 悠木 空難 報導 什麼樣 資深 記者 
41541,五虎屠龍,['動作'],['Lam Ching-Ying'],五虎屠龍 動作 兄弟 佩佩 龍振風 高氏 武俠片 羅維 
41544,游龍戲鳳,"['劇情,愛情,喜劇']",['Ella Koon'],"游龍戲鳳 劇情,愛情,喜劇 米蘭 愛情 仲森 賭場 JO 裡的 "
41592,3D舞力對決,"['劇情,音樂,愛情']",['Nichola Burley'],"舞力對決 劇情,音樂,愛情 街舞 卡莉 芭蕾舞 團員 團隊 舞蹈 "
41630,飯飯之交,"['愛情,喜劇']",['Stefanie Scott'],"飯飯之交 愛情,喜劇 亞當 不必 艾瑪 談戀愛 他們 對方 "
41662,三個女子,"['劇情,懸疑']",['Ruth Nelson'],"三個女子 劇情,懸疑 金香 她們 啞巴 一個 小鳳 三個 "
41728,諜戰風雲,"['驚悚,動作']",['Eric Roberts'],"諜戰風雲 驚悚,動作 州長 即將 成為 黨內 副總統 提名人 "
41733,臨門湊一腳,"['劇情,喜劇']",['Sharon Conley'],"臨門湊一腳 劇情,喜劇 飛機 彼得 伊森 遇上 自此 查克 "
41822,客途秋恨,['劇情'],"['Tien Feng', 'Waise Lee', 'Maggie Cheung']",客途秋恨 劇情 母親 中國 許鞍華 之間 陸小芬 隨夫 
41962,女稅務員2,"['劇情,喜劇,懸疑,驚悚']",['Kenzô Tabu'],"女稅務員 劇情,喜劇,懸疑,驚悚 亮子 調查 狡猾 宗教 團體 天之道 "
41980,飛砂風中轉,"['喜劇,動作,犯罪']",['Derek Tsang'],"飛砂風中轉 喜劇,動作,犯罪 出來 義盛 龍頭 長輩 參選 火水 "
41993,志明與春嬌,"['劇情,喜劇,愛情']",['Vincent Kok'],"志明與春嬌 劇情,喜劇,愛情 春嬌 抽菸 後巷 志明 室內 兩人 "
42006,紅高粱,"['劇情,戰爭']",['Chunhua Zhai'],"紅高粱 劇情,戰爭 鞏俐 張藝謀 酒坊 顧長 五秒 姜文 "
42011,女稅務員,"['犯罪,喜劇']",['Naomi Oka'],"女稅務員 犯罪,喜劇 亮子 逃稅 稅務署 調查官 板倉 資深 "
42035,毫無意義,"['喜劇,劇情']",['Daniel Benzali'],"毫無意義 喜劇,劇情 參議員 演員 本片 現代 諷刺 喜劇片 "
42044,大屠殺,"['紀錄,歷史']",['Claude Lanzmann'],"大屠殺 紀錄,歷史 猶太人 滅絕 歷史 本片 探討 二戰 "
42053,血染巫師鎮,"['奇幻,冒險']",['Sarah Douglas'],"血染巫師鎮 奇幻,冒險 歐洲 大陸 為了 受盡 苦難 迴龍 "
42085,情海冤魂,"['劇情,愛情']",['Juan Leyrado'],"情海冤魂 劇情,愛情 卡蜜拉 本片 自真实 19 清规 数百里 "
42095,葬禮,"['喜劇,劇情']",['Akio Kaneda'],"葬禮 喜劇,劇情 最佳 葬禮 佗助 導演 主角 本片 "
42113,楢山節考,['劇情'],['Mitsuko Baisho'],楢山節考 劇情 阿玲 辰平 阿玉 屋家 媽媽 大片 
42135,霧港水手,['劇情'],['Karl Scheydt'],霧港水手 劇情 電影 Querelle 本片 水手 妓院 成為 
42167,再見巴西,['劇情'],['Carlos Kroeber'],再見巴西 劇情 馬戲團 男子 為了 親近 迷戀 舞孃 
42170,復仇在我,"['犯罪,劇情']",['Ken Ogata'],"復仇在我 犯罪,劇情 父親 津嚴 出獄 加津子 詐騙 警車 "
42190,緣起不滅,"['愛情,劇情']",['Lee Ki-woo'],"緣起不滅 愛情,劇情 母親 珠喜 2003 梓希 孫藝珍 一個 "
42206,一年十三個月亮,['劇情'],['Karl Scheydt'],一年十三個月亮 劇情 法斯賓達 艾維拉 愛情 十三個 身體 殘酷 
42229,特別的一天,"['劇情,愛情']",['Marcello Mastroianni'],"特別的一天 劇情,愛情 發生 安東尼 平凡 索菲 1938 這個 "
42297,舞孃俱樂部,"['愛情,劇情']",['Dianna Agron'],"舞孃俱樂部 愛情,劇情 阿莉 泰絲 舞孃 俱樂部 演出 多金 "
42324,我老婆是老大3,"['喜劇,動作,劇情']",['Oh Ji-Ho'],"我老婆是老大 喜劇,動作,劇情 阿玲 會長 組織 基哲 基哲一 無比 "
42337,不倫之戀,"['劇情,愛情']",['Macha Méril'],"不倫之戀 劇情,愛情 瑪麗安 雷米 對於 變得 妻子 音樂家 "
42341,嫌疑犯X的獻身,"['懸疑,犯罪,劇情,驚悚']",['Keishi Nagatsuka'],"嫌疑犯的獻身 懸疑,犯罪,劇情,驚悚 大學 湯川 鄰居 石神 堤真一 數學 "
42344,發狂,"['懸疑,劇情,恐怖,驚悚']",['Janette Scott'],"發狂 懸疑,劇情,恐怖,驚悚 年輕人 托尼 跳崖 賽門 年輕 遺書 "
42384,猛男誕生記,"['奇幻,喜劇,劇情']",['Bong Tae-gyu'],"猛男誕生記 奇幻,喜劇,劇情 成為 男人 遠古 韓國 朝鮮 時代 "
42501,哪個少男不懷春,"['喜劇,劇情']",['Henri Poirier'],"哪個少男不懷春 喜劇,劇情 羅倫 克拉拉 母親 照顧 作為 兒子 "
42518,格利佛遊記,"['動作,動畫,家庭,冒險']",['Tedd Pierce'],"格利佛遊記 動作,動畫,家庭,冒險 格列佛 小人國 愛人 公主 嫁到 暴風 "
42532,金鼠王,"['恐怖,科幻']",['Bruce Davison'],"金鼠王 恐怖,科幻 威拉德 格拉 同事 老鼠 家门外 笨手 "
42668,亞歷山大帝,"['歷史,動作,冒險,劇情,戰爭']",['Niall MacGinnis'],"亞歷山大帝 歷史,動作,冒險,劇情,戰爭 一個 這位 動盪 兇猛 軍事 指揮官 "
42684,天際浩劫,"['科幻,動作']",['Donald Faison'],"天際浩劫 科幻,動作 大夥 地球 一場 狂歡 派對 睡夢 "
42726,男歡女愛,"['劇情,愛情']",['Paul Le Person'],"男歡女愛 劇情,愛情 兩個 因為 杜克 路易 渡假 安是 "
42740,蝴蝶春夢,"['驚悚,劇情']",['Edina Ronay'],"蝴蝶春夢 驚悚,劇情 導演 米蘭達 弗萊迪 該片 長篇 小說 "
42788,革命前夕,"['愛情,劇情']",['Adriana Asti'],"革命前夕 愛情,劇情 阿姨 好朋友 壓迫 憤而 自殺 重遇 "
42790,誘惑與遺棄,"['喜劇,劇情']",['Leopoldo Trieste'],"誘惑與遺棄 喜劇,劇情 艾格妮 皮諾 卡洛 阿斯 逃婚 西西里島 "
42842,高度戒備,"['犯罪,動作,劇情']",['Lee Siu-Kei'],"高度戒備 犯罪,動作,劇情 麥坤 包偉雄 金庫 目標 陷入 同夥 "
42855,黑金,['劇情'],['Chin Shih-Chieh'],黑金 劇情 國輝 調查 調查局 凌飛 周朝 台灣 
42861,壯志千秋,"['西部,劇情,歷史']",['Otto Hoffman'],"壯志千秋 西部,劇情,歷史 主人公 1929 美國 他們 開發 一個 "
42949,亞瑟的奇幻王國：跨界對決,"['家庭,動畫,冒險,奇幻']",['Robert Stanton'],"亞瑟的奇幻王國跨界對決 家庭,動畫,冒險,奇幻 馬塔 亞瑟 千方百計 闖入 人類 這次 "
42987,男僕,['劇情'],['Harold Pinter'],男僕 劇情 雨果 托尼 倫敦 後來 蘇珊 維拉 
42994,回憶三部曲,"['科幻,奇幻,動畫']",['Michio Hazama'],"回憶三部曲 科幻,奇幻,動畫 信男 回憶 信號 歌劇 軍方 藥品 "
43001,花落鶯啼春,['劇情'],['René Clermont'],花落鶯啼春 劇情 小姑娘 沒有 皮耶 一個 出於 兩個 
43002,自古英雄多寂寞,"['西部,劇情']",['Michael Kane'],"自古英雄多寂寞 西部,劇情 伯恩斯 保羅 越獄 約翰 故鄉 拜訪 "
43003,贗品,['紀錄'],['Joseph Cotten'],贗品 紀錄 美國 奧森 威爾斯 贗品 畫家 艾米爾 
43074,魔鬼剋星,"['奇幻,動作,喜劇']",['Jeanine Ramirez'],"魔鬼剋星 奇幻,動作,喜劇 剋星 經典 動作 冒險 喜劇 席捲 "
43152,瘦身男女,"['喜劇,劇情,愛情']",['Sammi Cheng'],"瘦身男女 喜劇,劇情,愛情 Mini 減肥 黑川 肥佬 身材 Mo "
43195,戰國妖姬,"['劇情,愛情,歷史']",['Tonio Selwart'],"戰國妖姬 劇情,愛情,歷史 馬勒 李薇亞 威尼斯 發生 1866 當時 "
43209,拳霸3,"['歷史,動作,冒險']",['Petchtai Wongkamlao'],"拳霸 歷史,動作,冒險 泰恩 殺手 君主 布瓦 比賽 落敗 "
43266,翡翠谷,['劇情'],['Ethel Griffies'],翡翠谷 劇情 摩根 兒子 礦工 父親 態度 鋼鐵廠 
43277,歌舞大王齊格飛,"['愛情,劇情,音樂']",['Harriet Hoctor'],"歌舞大王齊格飛 愛情,劇情,音樂 齊格飛 歌舞團 歌舞 百老匯 許多 成為 "
43278,左拉傳,"['劇情,歷史']",['Vladimir Sokoloff'],"左拉傳 劇情,歷史 左拉 德雷 法國 作家 法朗 十九世紀 "
43347,愛情藥不藥,"['劇情,喜劇,愛情']",['Teri Clark'],"愛情藥不藥 劇情,喜劇,愛情 梅姬 傑米 兩人 他們 愛上 愛情 "
43360,歡愉,['劇情'],['Daniel Gélin'],歡愉 劇情 述說 一個 模特兒 藝術家 面具 根據 
43418,60號高地之下,"['戰爭,劇情,歷史']",['Bella Heathcote'],"號高地之下 戰爭,劇情,歷史 發生 帝國 組成 西線 60 講述 "
43539,關鍵救援72小時,"['驚悚,愛情,劇情,犯罪']",['Patrick McDade'],"關鍵救援小時 驚悚,愛情,劇情,犯罪 妻子 衝擊 效應 保羅 約翰 羅素克洛 "
43549,判獄風雲,"['驚悚,劇情']",['Clifton Collins Jr.'],"判獄風雲 驚悚,劇情 實驗 獄卒 監獄 科學家 模擬 這些 "
43593,3D食人魚,"['喜劇,恐怖']",['Adam Scott'],"食人魚 喜劇,恐怖 春假 維多利亞湖 遊客 潛水 一場 牠們 "
43635,天使之戀,"['劇情,愛情']",['Mayumi Wakamura'],"天使之戀 劇情,愛情 理央 光輝 女高中生 獨立 過往 有著 "
43636,東方三俠,"['奇幻,動作,科幻']",['Paul Chun'],"東方三俠 奇幻,動作,科幻 東東 心靖 她們 長大 記憶 正義感 "
43680,狗心,"['科幻,劇情,喜劇']",['Sergey Bekhterev'],"狗心 科幻,劇情,喜劇 沙裡 科夫 腦垂體 一個 流氓 手術 "
43723,陽陽,['劇情'],['Jag Huang'],陽陽 劇情 陽陽 混血兒 講法 從小到大 問起 這個 
43798,漢密爾頓夫人,"['愛情,劇情,歷史,戰爭']",['George Davis'],"漢密爾頓夫人 愛情,劇情,歷史,戰爭 艾瑪 漢彌爾頓 納爾遜 查理 威廉 英國 "
43824,魂斷藍橋,"['愛情,劇情,戰爭']",['C. Aubrey Smith'],"魂斷藍橋 愛情,劇情,戰爭 泰勒 梅拉 費雯麗 沈醉 慾望 街車 "
43930,破曉開戰,"['冒險,動作,劇情']",['Chris Pang'],"破曉開戰 冒險,動作,劇情 澳洲 艾莉 國慶 進行 露營 發現 "
43933,異獸禁區,"['驚悚,劇情,科幻']",['Whitney Able'],"異獸禁區 驚悚,劇情,科幻 樣本 探測船 威脅 感染區 外星 墨西哥 "
43935,狄倫犬: 惡夜偵探,"['懸疑,動作,喜劇,恐怖,科幻,驚悚']",['Courtney J. Clark'],"狄倫犬惡夜偵探 懸疑,動作,喜劇,恐怖,科幻,驚悚 恐怖 狼人 改編 義大利 暢銷 漫畫 "
43942,蘋果橘子經濟學,['紀錄'],['James Ransone'],蘋果橘子經濟學 紀錄 改編 維特 暢銷書 解讀 經濟學 電影 
43947,我唾棄你的墳墓,"['驚悚,犯罪,恐怖']",['Saxon Sharbino'],"我唾棄你的墳墓 驚悚,犯罪,恐怖 珍妮 一個 已經 他們 創作 希爾 "
43949,怦然心動,"['劇情,愛情']",['John Mahoney'],"怦然心動 劇情,愛情 布萊斯 朱莉 怎麼 開始 覺得 貝克 "
43987,沒禮貌的傢伙們,"['動作,喜劇']",['Kim Min-jung'],"沒禮貌的傢伙們 動作,喜劇 殺手 女孩 不會 說話 領養 遇上 "
44026,機密報告,"['劇情,犯罪,懸疑,驚悚']",['Patricia Medina'],"機密報告 劇情,犯罪,懸疑,驚悚 卡丁 蓋伊 米莉 發現 他們 一個 "
44037,史前巨鱷3,"['科幻,恐怖,動作,驚悚']",['Roxanne Pallett'],"史前巨鱷 科幻,恐怖,動作,驚悚 當一 年輕 他們 湖邊 地點 棲息地 "
44040,惡靈電梯,"['懸疑,恐怖,驚悚']",['Jacob Vargas'],"惡靈電梯 懸疑,恐怖,驚悚 電梯 大廈 博登 保安 貨車 現場 "
44048,煞不住,"['驚悚,動作']",['Kevin Corrigan'],"煞不住 驚悚,動作 火車 一節 阻擋 高速 無人 駕駛 "
44070,千萬富翁的希望之旅,['劇情'],['Shreyas Talpade'],千萬富翁的希望之旅 劇情 約翰 亞伯拉罕 平靜 病人 一名 寶萊塢 
44092,劍雨,"['驚悚,劇情,動作,歷史']",['Hu Xiao-Guang'],"劍雨 驚悚,劇情,動作,歷史 曾靜 遺體 黑石 細雨 祖師 阿生 "
44113,色獄心機,"['劇情,驚悚']",['Robert De Niro'],"色獄心機 劇情,驚悚 傑克 史東 於是 罪犯 眼看 心理 "
44115,127小時,"['驚悚,冒險,劇情']",['Sean Bott'],"小時 驚悚,冒險,劇情 關鍵 公尺 手臂 登山家 意外 艾倫 "
44129,合夥人,['劇情'],['Craig T. Nelson'],合夥人 劇情 美國 他們 巴比 人生 班艾佛列克 實踐 
44132,野獸,"['劇情,恐怖,奇幻']",['Marcel Dalio'],"野獸 劇情,恐怖,奇幻 馬提 露西 性愛 好奇心 叔父 從未 "
44133,Laughing Gor之變節,"['劇情,動作,犯罪,家庭,驚悚']",['Francis Ng'],"之變節 劇情,動作,犯罪,家庭,驚悚 Laughing 一哥 臥底 警隊 因為 SIR "
44143,偷天換命,"['動作,驚悚']",['Gina Gershon'],"偷天換命 動作,驚悚 畫作 父親 格雷 神偷 傳奇 伊萊 "
44147,狂野標靶,"['喜劇,動作']",['Rupert Everett'],"狂野標靶 喜劇,動作 維克 殺手 羅絲 托尼 弗格森 經歷 "
44180,西遊記,"['冒險,動作,喜劇,奇幻']",['Mikako Tabe'],"西遊記 冒險,動作,喜劇,奇幻 金角 孫悟空 師徒 國家 銀角 即將 "
44214,黑天鵝,"['驚悚,劇情,恐怖']",['Winona Ryder'],"黑天鵝 驚悚,劇情,恐怖 妮娜 莉莉 一個 總監 黑天鵝 無法 "
44219,王牌救世主,"['劇情,喜劇']",['Brandon Molale'],"王牌救世主 劇情,喜劇 保羅 汽車 銷售員 勞勃 許奈德 業務 "
44245,鎗王之王,"['驚悚,動作,懸疑']",['Andrew Lin'],"鎗王之王 驚悚,動作,懸疑 射擊 關友博 搶案 比賽 開槍 莊子 "
44246,當妳離開的時候,"['劇情,家庭']",['Meral Perin'],"當妳離開的時候 劇情,家庭 德國 Umay 決定 名聲 導演 發生 "
44249,葉問前傳,"['動作,劇情,歷史']",['Zhang Chi'],"葉問前傳 動作,劇情,歷史 葉問 天賜 拜入 門下 期間 詠春 "
44251,七龍珠Z：兩人面臨危機！超戰士難以成眠,"['動作,動畫,科幻']",['Takeshi Kusao'],"七龍珠兩人面臨危機超戰士難以成眠 動作,動畫,科幻 龍珠 惡魔 戰士 布洛迪 過去 悟天 "
44263,全城戒備,"['動作,科幻,驚悚']",['Ben Wong'],"全城戒備 動作,科幻,驚悚 陳木勝 變種人 郭富城 全城 變種 舒淇 "
44264,真實的勇氣,"['冒險,劇情,西部']",['Hailee Steinfeld'],"真實的勇氣 冒險,劇情,西部 錢尼 為了 他們 柯恩 美國 傑夫布里吉 "
44267,野獸刑警,"['動作,犯罪']",['Stephanie Che'],"野獸刑警 動作,犯罪 Mike Roy 圖釘 成為 爛鬼東 潛逃 "
44363,凍劫,['驚悚'],['Ed Ackerman'],凍劫 驚悚 他們 滑雪 期間 纜車 由於 天氣 
44406,風流水手,['喜劇'],['Harold Lloyd'],風流水手 喜劇 海軍 男孩 一個 有錢 無所事事 氣質 
44458,如果‧愛,"['劇情,愛情,音樂']",['Zhang Han'],"如果愛 劇情,愛情,音樂 孫納 林見 導演 回憶 見東 成名 "
44554,中華英雄,"['劇情,動作,冒險']",['Jordan Chan'],"中華英雄 劇情,動作,冒險 潔瑜 英雄 中華 五術 師父 洋人 "
44560,唐山大地震,['劇情'],['Yong Mei'],唐山大地震 劇情 唐山 集結 馮小剛 執導 重現 1976 
44603,生死接觸,"['劇情,奇幻']",['Mathew Baynton'],"生死接觸 劇情,奇幻 命運 喬治 麥特戴蒙 交錯 三個 倫敦 "
44629,生存法則,"['懸疑,劇情,驚悚,犯罪']",['Mirrah Foulkes'],"生存法則 懸疑,劇情,驚悚,犯罪 成為 母親 家族 涉世未深 警探 雷奇 "
44638,暴風雨,"['奇幻,劇情']",['Jude Akuwudike'],"暴風雨 奇幻,劇情 貝若 帕斯 改編 莎士比亞 最後 劇作 "
44639,黑金風暴,['紀錄'],['Andri Snær Magnason'],黑金風暴 紀錄 經濟 衰退 本片 惡夢 榮獲 奧斯卡 
44673,心中有鬼,"['恐怖,劇情,驚悚']",['René Liu'],"心中有鬼 恐怖,劇情,驚悚 曼麗 三三 君初 儘管 其所 殊途 "
44683,奇妙仙子 : 拯救精靈大作戰,"['家庭,動畫,冒險,奇幻']",['Jeff Bennett'],"奇妙仙子拯救精靈大作戰 家庭,動畫,冒險,奇幻 Tinker Bell Vidia 仙子 發生 人類 "
44708,藍色大門,"['劇情,愛情']",['Tommy Yu'],"藍色大門 劇情,愛情 十七歲 小士 阿孟 他們 秘密 海闊 "
44710,羅斯一家綁票記,['喜劇'],['Lorànt Deutsch'],羅斯一家綁票記 喜劇 一個 中產階級 兩名 挾持 沒想到 人質 
44716,更好的世界,['劇情'],['Susanne Juhász'],更好的世界 劇情 Elias Christian 丹麥 Anton 遭受 非洲 
44725,航海王：珍獸島之喬巴王國,"['動畫,動作,冒險']",['Takeshi Aono'],"航海王珍獸島之喬巴王國 動畫,動作,冒險 動物 喬巴 王冠島 島上 海賊 撿到 "
44727,航海王：死亡盡頭的冒險,"['動畫,動作,冒險']",['Yuriko Yamaguchi'],"航海王死亡盡頭的冒險 動畫,動作,冒險 魯夫 賭場 娜美 發現 抵達 終點 "
44728,航海王：被詛咒的聖劍,"['冒險,動畫,動作']",['Seiji Sasaki'],"航海王被詛咒的聖劍 冒險,動畫,動作 索隆 他們 魯夫 傳說 七星 失蹤 "
44729,航海王：祭典男爵與神祕島,"['動畫,動作,喜劇']",['Sosuke Ikematsu'],"航海王祭典男爵與神祕島 動畫,動作,喜劇 魯夫 男爵 狂歡 試煉 偉大 發現 "
44730,航海王：機關城的鋼鐵巨兵,"['動畫,動作,喜劇']",['Goro Inagaki'],"航海王機關城的鋼鐵巨兵 動畫,動作,喜劇 他們 魯夫 寶藏 老婆婆 拉傑 無意 "
44731,航海王：喬巴身世之謎 冬季綻放、奇蹟的櫻花,"['動畫,動作,冒險,喜劇']","['Kenji Nomura', 'Hiroaki Hirata', 'Takeshi Aono']","航海王喬巴身世之謎冬季綻放奇蹟的櫻花 動畫,動作,冒險,喜劇 他們 醫生 波爾 Dr 喬巴 海賊 "
44741,青澀體驗,['喜劇'],['Laura Antonelli'],青澀體驗 喜劇 安其拉 伊格納 齊奧 尼諾 莫莫 露西 
44754,瑪格利特,['劇情'],['Kieran Culkin'],瑪格利特 劇情 一個 17 捲入 一場 車禍 糾紛 
44826,雨果的冒險,"['家庭,冒險,劇情']",['Angus Barnett'],"雨果的冒險 家庭,冒險,劇情 開始 這個 雨果 父親 機器人 複雜 "
44833,超級戰艦,"['冒險,驚悚,動作,科幻']",['Rami Malek'],"超級戰艦 冒險,驚悚,動作,科幻 哈波 飾演 軍艦 探勘 海軍 軍官 "
44837,梅蘭芳,"['歷史,劇情,愛情']",['Ying Da'],"梅蘭芳 歷史,劇情,愛情 梅蘭芳 京劇 邱如白 藝術 書信 大師 "
44839,尤倫卡,"['恐怖,驚悚,劇情']",['Marat Basharov'],"尤倫卡 恐怖,驚悚,劇情 安德烈 薩琛 女孩 伊娃 厭倦 緊張 "
44849,我的老爸變美女,['喜劇'],['Lee Pil-mo'],我的老爸變美女 喜劇 Ji hyeon 原來 變性 Bo yeong 
44865,一代宗師,"['劇情,動作,歷史']",['Zhang Jin'],"一代宗師 劇情,動作,歷史 葉問 凌厲 章子怡 柔情似水 民國 橫跨 "
44896,飆風雷哥,"['西部,動畫,喜劇,家庭,冒險']",['Gil Birmingham'],"飆風雷哥 西部,動畫,喜劇,家庭,冒險 雷哥 演員 響尾蛇 錄音 他們 角色 "
44912,綠光戰警,"['驚悚,冒險,動作,科幻']",['Tiffany Morgan'],"綠光戰警 驚悚,冒險,動作,科幻 綠光 戰警 軍團 哈爾 人類 他們 "
44943,世界異戰,"['科幻,動作']",['Marlon Young'],"世界異戰 科幻,動作 海軍 陸戰隊 洛杉磯 這些 人類 碎片 "
44945,獵狼連線,"['劇情,犯罪,驚悚']",['Tristan Peach'],"獵狼連線 劇情,犯罪,驚悚 安妮 查理 他們 女兒 色狼 警察 "
44982,十三,"['劇情,驚悚']",['Forrest Griffin'],"十三 劇情,驚悚 文斯 薩姆 賴利 遊戲 編劇 房主 "
44992,哈柏太空之旅3D,['紀錄'],['Leonardo DiCaprio'],哈柏太空之旅 紀錄 太空 3D 拍攝 望遠鏡 總署 NASA 
45035,王的男人,"['劇情,歷史,驚悚']",['Woo Hyeon'],"王的男人 劇情,歷史,驚悚 張生 孔吉 兩人 戲班 表演 失手 "
45048,費利西蒂,"['劇情,愛情']","['Joni Flynn', 'Glory Annen', 'John D. Lamond']","費利西蒂 劇情,愛情 西蒂 性幻想 年輕 費利 學校 實現 "
